;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
8;PS000815-A140817-3/1-4;1100;18774;18775;1444.98;7.1598;7.5014;132.15;80.945;167.49;6.109999999999999;0.715;1.0350000000000001;12.035;1.29;0.385;17.45;17.98;3.135;5.4350000000000005;16.08;16.105;0.11;0.17;7.35;0.22;PS000815-A140817-3;CK002194-A131118;CK002203-A271118;7.1475;7.1475;7.148;5.6899999999999995;5.695;7.2465;7.2465;7.2465;Rec-CK002108-A110518;2018-11-13 04:05:00;22.0;10.7;16.3;Rec-CK002108-A110518-132-20181108 - Ярлык;2018-11-28 14:35:00;21.4;7.0;16.2;1;1.0;На контроль;;1545.0;14.0;1920.0;44.0;80.2;1900.0;35.0;38.0;;;;;25.56;186.0;171.0;2018-12-14 00:00:00;28.8;35.0;37.8;78.8;80.0;81.1;31.0;40.0;47.0;129.2;130.0;130.6;168.6;169.0;170.7;0.38;0.38;0.38;600.0;7600.0;0.0;0.0;1900.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2073.0;2018-06-06 00:00:00;433.0;-0.00034;-0.0072900000000000005;0.00695;5.745400000000002;10.6917;-0.00026;-0.007246666666666667;0.006986666666666669;5.853133333333334;10.702933333333332;PS000815-A140817;;;;;;;;
9;PS000923-C011118-1/1-1;1200;18814;18815;1499.215;6.54095;6.8133;131.605;80.74;166.76;5.35;0.275;0.84;15.36;1.35;0.14500000000000002;15.9;15.395;2.9749999999999996;4.27;13.705;13.725;0.27;0.335;7.15;0.17;PS000923-C011118-1;CK002208-D071218;CK002208-D071218;7.1434999999999995;7.1434999999999995;7.144;5.71;5.715;7.2425;7.2425;7.2425;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;40.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;169.0;29.63;165.0;150.0;2018-12-20 00:00:00;34.8;37.0;39.5;68.2;80.0;86.1;35.0;40.0;46.0;122.9;129.0;132.1;167.5;169.0;171.1;0.28;0.28;0.28;700.0;6800.0;0.0;2.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2079.0;2018-06-06 00:00:00;439.0;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;PS000923-C011118;;;;;;;;
10;PS000923-C011118-1/1-2;1200;18816;18817;1482.07;6.5622;6.8191500000000005;131.655;80.81;167.135;5.425000000000001;0.13;0.705;8.49;0.95;0.19;15.865000000000002;15.825;2.675;2.5349999999999997;13.825;13.635;0.115;0.105;7.25;0.18;PS000923-C011118-1;CK002208-D071218;CK002208-D071218;7.1434999999999995;7.1434999999999995;7.144;5.71;5.715;7.2425;7.2425;7.2425;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;40.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;169.0;29.63;165.0;150.0;2018-12-20 00:00:00;34.8;37.0;39.5;68.2;80.0;86.1;35.0;40.0;46.0;122.9;129.0;132.1;167.5;169.0;171.1;0.28;0.28;0.28;700.0;6800.0;0.0;2.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2079.0;2018-06-06 00:00:00;439.0;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;PS000923-C011118;;;;;;;;
11;PS000923-C011118-1/1-3;1400;18818;18819;1472.355;6.56135;6.8023;131.99;80.62;166.83499999999998;5.375;0.385;0.86;6.715;0.75;0.155;16.240000000000002;16.72;3.285;2.185;13.745000000000001;13.565;0.07500000000000001;0.07;7.7;0.17;PS000923-C011118-1;CK002208-D071218;CK002208-D071218;7.1434999999999995;7.1434999999999995;7.144;5.71;5.715;7.2425;7.2425;7.2425;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;Rec-CK002198-D201118;2018-12-07 08:35:00;23.1;11.4;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;40.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;169.0;29.63;165.0;150.0;2018-12-20 00:00:00;34.8;37.0;39.5;68.2;80.0;86.1;35.0;40.0;46.0;122.9;129.0;132.1;167.5;169.0;171.1;0.28;0.28;0.28;700.0;6800.0;0.0;2.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2079.0;2018-06-06 00:00:00;439.0;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;0.00018888888888888886;-0.0074;0.007588888888888887;5.7380555555555555;10.508611111111112;PS000923-C011118;;;;;;;;
12;PS000924-C081118-2-2/1-2;1200;18839;18840;1470.98;6.610049999999999;6.8479;131.92000000000002;80.715;166.8;5.51;0.315;0.8500000000000001;6.11;1.2850000000000001;0.30000000000000004;16.869999999999997;16.87;2.76;3.135;13.875;13.915;0.025;0.075;7.9;0.13;PS000924-C081118-2-2;CK002206-D041218;CK002205-D291118;7.1495;7.1495;7.1475;5.7;5.715;7.2485;7.2485;7.2485;Rec-CK002198-D201118;2018-12-04 08:00:00;21.3;12.1;19.3;Rec-CK002198-D201118;2018-11-29 08:45:00;21.5;13.0;;3;3.0;На контроль;;1545.0;14.0;1940.0;32.0;79.9;1920.0;35.0;38.0;166.0;200.0;129.0;169.0;29.2;142.0;127.0;2018-12-21 00:00:00;34.2;37.0;38.8;78.3;80.0;81.4;33.0;38.0;43.0;129.0;129.5;130.4;168.6;169.0;170.3;0.28;0.28;0.28;700.0;5500.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2085.0;2018-06-06 00:00:00;445.0;0.00017777777777777773;-0.007405555555555558;0.0075833333333333326;5.718277777777779;10.484111111111112;0.014066666666666665;2.003888888888889;0.009444444444444445;0.0071111111111111115;-0.7875555555555556;PS000924-C081118;0.013899999999999997;2.020142857142857;0.011428571428571429;0.0037142857142857147;4.983857142857142;4.9910000000000005;4.9430000000000005;5.015
13;PS000923-C011118-2/1-1;1330;18915;18916;1452.9250000000002;6.58415;6.85225;131.615;80.805;166.485;5.285;0.55;0.7250000000000001;9.025;1.33;0.125;16.225;16.244999999999997;1.8449999999999998;3.205;13.86;13.59;0.20500000000000002;0.26;7.5;0.17;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
14;PS000923-C011118-2/1-2;1330;18917;18918;1456.7649999999999;6.6264;6.8824000000000005;131.855;80.69;166.53;5.574999999999999;0.455;0.7050000000000001;8.375;1.3;0.155;15.97;16.2;3.29;2.15;13.92;13.665;0.29000000000000004;0.3;7.5;0.18;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
15;PS000923-C011118-2/1-3;1330;18919;18920;1441.135;6.6046499999999995;6.86045;132.08499999999998;80.58500000000001;166.515;5.755;0.37;0.9650000000000001;5.38;1.145;0.35;16.125;16.11;2.95;1.715;13.675;13.885;0.235;0.255;7.7;0.18;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
16;PS000923-C011118-2/1-4;1330;18921;18922;1450.9450000000002;6.607200000000001;6.8618500000000004;132.055;80.575;166.16;5.7;0.365;0.905;7.1049999999999995;0.925;0.475;15.975;15.95;2.3;1.815;13.79;13.735;0.295;0.28;7.550000000000001;0.16;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
17;PS000923-C011118-2/1-5;1330;18923;18924;1467.6750000000002;6.61995;6.87745;131.985;80.785;166.385;5.49;0.315;0.9;6.88;0.9550000000000001;0.305;16.18;16.26;2.25;1.43;13.995000000000001;13.61;0.305;0.29000000000000004;7.4;0.18;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
18;PS000923-C011118-2/1-6;1330;18925;18926;1458.345;6.6074;6.867050000000001;131.97000000000003;80.815;166.385;5.355;0.265;0.905;4.28;1.155;0.16499999999999998;16.665;16.665;2.29;1.87;13.73;13.925;0.32999999999999996;0.28;7.550000000000001;0.14;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
19;PS000923-C011118-2/1-7;1200;18928;18929;1462.46;6.576700000000001;6.835850000000001;132.175;80.68;166.175;5.41;0.545;0.72;9.05;1.37;0.255;16.945;17.0;3.3049999999999997;2.645;13.504999999999999;14.01;0.38;0.35;7.949999999999999;0.19;PS000923-C011118-2;CK002210-D121218;CK002207-D061218;7.144500000000001;7.144500000000001;7.145;5.695;5.69;7.245;7.245;7.245;Rec-CK002198-D201118;2018-12-12 08:10:00;21.1;10.8;19.1;Rec-CK002198-D201118;2018-12-06 08:00:00;21.2;11.9;19.2;3;3.0;На контроль;;1560.0;14.0;1940.0;43.0;79.9;1920.0;32.0;35.0;166.0;200.0;129.0;169.0;29.38;185.0;170.0;2018-12-25 00:00:00;34.7;37.0;40.5;79.0;80.0;80.8;35.0;40.0;48.0;129.1;129.5;130.2;168.2;169.0;170.0;0.27;0.27;0.27;700.0;10000.0;0.0;0.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2101.0;2018-06-06 00:00:00;461.0;0.00020555555555555559;-0.007450000000000002;0.007655555555555556;5.727166666666666;10.493777777777778;0.0002;-0.007405555555555558;0.007605555555555554;5.779722222222222;10.49761111111111;PS000923-C011118;;;;;;;;
20;PS000902-A040618-2/1-2;1200;19278;19279;1393.4699999999998;7.313000000000001;7.63205;132.125;80.65;166.125;6.22;1.8050000000000002;0.44;9.295;1.125;0.255;18.515;18.630000000000003;2.85;2.915;14.864999999999998;14.684999999999999;0.42000000000000004;0.355;7.45;0.08;PS000902-A040618-2;CKKD0062-D261218;CKKD0062-D261218;7.1545000000000005;7.1545000000000005;7.1505;6.24;6.24;7.2535;7.2535;7.2535;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;3;3.0;На контроль;;1530.0;14.0;1940.0;44.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;167.5;27.65;174.0;159.0;2019-01-17 00:00:00;26.7;35.0;38.0;75.8;80.0;83.4;25.0;38.0;44.0;124.0;129.0;132.0;168.2;169.0;170.5;0.36;0.36;0.36;650.0;9000.0;0.0;1.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2161.0;2018-06-06 00:00:00;521.0;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;PS000902-A040618;;;;;;;;
21;PS000902-A040618-2/1-3-1;600;20588;20589;1397.79;7.3524;7.66765;132.075;80.75;167.095;6.24;0.515;0.545;8.645;1.46;0.14;18.67;19.645000000000003;4.3;1.83;14.405;14.635;0.28;0.22999999999999998;8.0;0.1;PS000902-A040618-2;CKKD0062-D261218;CKKD0062-D261218;7.1545000000000005;7.1545000000000005;7.1505;6.24;6.24;7.2535;7.2535;7.2535;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;3;3.0;На контроль;;1530.0;14.0;1940.0;44.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;167.5;27.65;174.0;159.0;2019-01-17 00:00:00;26.7;35.0;38.0;75.8;80.0;83.4;25.0;38.0;44.0;124.0;129.0;132.0;168.2;169.0;170.5;0.36;0.36;0.36;650.0;9000.0;0.0;1.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2161.0;2018-06-06 00:00:00;521.0;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;PS000902-A040618;;;;;;;;
22;PS000902-A040618-2/1-1-1;560;20610;20611;1378.09;7.33225;7.6313;131.77;80.535;166.7;6.305;2.315;0.8700000000000001;6.57;1.24;0.225;18.75;18.979999999999997;2.58;2.485;14.75;14.8;0.165;0.255;7.65;0.17;PS000902-A040618-2;CKKD0062-D261218;CKKD0062-D261218;7.1545000000000005;7.1545000000000005;7.1505;6.24;6.24;7.2535;7.2535;7.2535;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;3;3.0;На контроль;;1530.0;14.0;1940.0;44.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;167.5;27.65;174.0;159.0;2019-01-17 00:00:00;26.7;35.0;38.0;75.8;80.0;83.4;25.0;38.0;44.0;124.0;129.0;132.0;168.2;169.0;170.5;0.36;0.36;0.36;650.0;9000.0;0.0;1.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2161.0;2018-06-06 00:00:00;521.0;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;PS000902-A040618;;;;;;;;
23;PS000902-A040618-2/1-1-2;560;20612;20613;1381.31;7.3248999999999995;7.6286000000000005;132.66500000000002;80.505;165.855;6.27;2.2249999999999996;0.675;7.935;1.245;0.09;19.06;19.35;2.4749999999999996;1.595;14.685;14.875;0.33999999999999997;0.305;7.85;0.14;PS000902-A040618-2;CKKD0062-D261218;CKKD0062-D261218;7.1545000000000005;7.1545000000000005;7.1505;6.24;6.24;7.2535;7.2535;7.2535;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;3;3.0;На контроль;;1530.0;14.0;1940.0;44.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;167.5;27.65;174.0;159.0;2019-01-17 00:00:00;26.7;35.0;38.0;75.8;80.0;83.4;25.0;38.0;44.0;124.0;129.0;132.0;168.2;169.0;170.5;0.36;0.36;0.36;650.0;9000.0;0.0;1.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2161.0;2018-06-06 00:00:00;521.0;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;PS000902-A040618;;;;;;;;
24;PS000902-A040618-2/1-1-3;550;20614;20615;1395.8899999999999;7.2592;7.57535;132.16;80.58500000000001;166.31;6.234999999999999;2.06;0.315;12.195;1.31;0.13;19.439999999999998;19.575000000000003;2.045;1.835;14.745000000000001;14.83;0.48;0.345;8.15;0.2;PS000902-A040618-2;CKKD0062-D261218;CKKD0062-D261218;7.1545000000000005;7.1545000000000005;7.1505;6.24;6.24;7.2535;7.2535;7.2535;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;Rec-CKKD0050-D090817;2018-12-26 08:00:00;20.6;14.5;18.8;3;3.0;На контроль;;1530.0;14.0;1940.0;44.0;80.0;1920.0;35.0;38.0;166.0;200.0;129.0;167.5;27.65;174.0;159.0;2019-01-17 00:00:00;26.7;35.0;38.0;75.8;80.0;83.4;25.0;38.0;44.0;124.0;129.0;132.0;168.2;169.0;170.5;0.36;0.36;0.36;650.0;9000.0;0.0;1.0;1920.0;;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2161.0;2018-06-06 00:00:00;521.0;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;0.001947619047619046;-0.006278571428571427;0.008226190476190474;7.938142857142858;10.459523809523807;PS000902-A040618;;;;;;;;
25;PS000804-C150717-2/1-2;1200;19474;19475;1474.2800000000002;7.50705;7.7953;131.67000000000002;80.88999999999999;167.56;6.25;0.2;0.8200000000000001;5.67;1.4500000000000002;0.33999999999999997;17.975;18.25;1.975;2.41;15.565000000000001;15.395;0.16;0.17;7.3;0.17;PS000804-C150717-2;CK002232-D160119;CK002223-D090119;7.1485;7.1485;7.1475;5.705;5.71;7.249;7.249;7.249;Rec-CK002232-D160119;2019-01-16 14:00:00;19.6;10.5;18.4;Rec-CK002198-D201118;2019-01-09 08:50:00;20.1;12.0;18.3;3;3.0;На контроль;;1545.0;14.0;1920.0;43.5;80.2;1900.0;35.0;38.0;166.0;200.0;129.0;167.5;26.47;191.0;176.0;2019-01-24 00:00:00;29.8;34.0;41.6;79.4;80.0;81.0;35.0;45.0;56.0;129.3;130.0;130.4;168.4;169.0;170.5;0.34;0.34;0.34;700.0;8000.0;0.0;2.0;1900.0;86.78;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2199.0;2018-06-06 00:00:00;559.0;0.000288235294117647;-0.007405882352941179;0.0076941176470588235;5.695588235294117;10.501705882352942;0.0001722222222222222;-0.007416666666666669;0.007588888888888887;5.684388888888888;10.468333333333334;PS000804-C150717;0.01115;2.0491666666666664;0.015666666666666666;0.0034999999999999996;4.8115;4.816;4.773;4.849
26;PS000914-C240918-2/1-2;1200;19580;19582;1491.55;7.41285;7.7074;132.52;80.965;166.20999999999998;6.165;0.735;0.895;7.575;1.105;0.195;18.490000000000002;18.465;3.63;2.5300000000000002;15.61;15.745000000000001;0.095;0.165;6.95;0.19;PS000914-C240918-2;CK002237-D180119;CK002237-D180119;;;7.151;5.705;5.7;7.251;7.251;7.251;Rec-CK002232-D160119;2019-01-18 13:40:00;19.2;14.9;18.3;Rec-CK002232-D160119;2019-01-18 13:40:00;19.2;14.9;18.3;3;3.0;На контроль;;1550.0;14.0;1920.0;42.0;80.2;1900.0;35.0;38.0;166.0;200.0;129.5;169.0;25.84;184.0;169.0;2019-01-28 00:00:00;33.0;35.0;38.0;78.8;80.0;81.3;40.0;46.0;53.0;129.0;129.8;130.6;168.7;169.4;170.2;0.37;0.37;0.37;650.0;8800.0;0.0;0.0;1900.0;84.59;;;2018-12-05 00:00:00;2018-12-05 00:00:00;2017-04-19 00:00:00;2218.0;2018-06-06 00:00:00;578.0;0.00016470588235294116;-0.007364705882352942;0.0075294117647058826;5.7491764705882344;10.491882352941175;0.00016470588235294116;-0.007364705882352942;0.0075294117647058826;5.7491764705882344;10.491882352941175;PS000914-C240918;0.010557142857142859;2.012;0.01385714285714286;0.004285714285714286;5.226142857142858;5.235;5.191;5.254
